0;;
67;B08.2;EXANTEMA SÚBITO [SEXTA ENFERMEDAD]
68;B08.4;ESTOMATITIS VESICULAR ENTEROVIRAL CON EXANTEMA
69;B08.5;FARINGITIS VESICULAR ENTEROVÍRICA
70;B16.9;HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA Y SIN COMA HEPÁTICO
71;B17.1;HEPATITIS AGUDA TIPO C
72;B18.1;HEPATITIS VIRAL TIPO B CRÓNICA, SIN AGENTE DELTA
73;B19.9;HEPATITIS VIRAL NO ESPECIFICADA, SIN COMA HEPÁTICO
74;B20.0;ENFERMEDAD POR VIH, RESULTANTE EN INFECCIÓN POR MICOBACTERIAS
75;B20.1;ENFERMEDAD POR VIH, RESULTANTE EN OTRAS INFECCIONES BACTERIANAS
76;B20.2;ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD POR CITOMEGALOVIRUS
77;B20.4;ENFERMEDAD POR VIH, RESULTANTE EN CANDIDIASIS
78;B20.6;ENFERMEDAD POR VIH, RESULTANTE EN NEUMONÍA POR PNEUMOCYSTIS JIROVECII
79;B21.0;ENFERMEDAD POR VIH, RESULTANTE EN SARCOMA DE KAPOSI
80;B22.2;ENFERMEDAD POR VIH, RESULTANTE EN SÍNDROME CAQUÉCTICO
81;B24;ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], SIN OTRA ESPECIFICACIÓN
82;B25.9;ENFERMEDAD POR VIRUS CITOMEGÁLICO, NO ESPECIFICADA
83;B34.8;OTRAS INFECCIONES VIRALES, DE SITIO NO ESPECIFICADO
84;B35.1;TIÑA DE LAS UÑAS
85;B35.3;TIÑA DEL PIE [TINEA PEDIS]
86;B35.4;TIÑA DEL CUERPO [TINEA CORPORIS]
87;B35.6;TIÑA INGUINAL [TINEA CRURIS]
88;B36.9;MICOSIS SUPERFICIAL, SIN OTRA ESPECIFICACIÓN
89;B37.0;ESTOMATITIS CANDIDIÁSICA
90;B37.1;CANDIDIASIS PULMONAR
91;B37.2;CANDIDIASIS DE LA PIEL Y LAS UÑAS
92;B37.3;CANDIDIASIS DE LA VULVA Y DE LA VAGINA (N77.1*)
93;B37.4;CANDIDIASIS DE OTRAS LOCALIZACIONES UROGENITALES
94;B37.6;ENDOCARDITIS DEBIDA A CANDIDA (I39.8*)
95;B37.7;SEPSIS POR CÁNDIDA
96;B37.8;CANDIDIASIS DE OTROS SITIOS
97;B37.9;CANDIDIASIS, NO ESPECIFICADA
98;B44.0;ASPERGILOSIS PULMONAR INVASIVA
99;B44.1;OTRAS ASPERGILOSIS PULMONARES
100;B44.9;ASPERGILOSIS, NO ESPECIFICADA
101;B57.1;ENFERMEDAD DE CHAGAS AGUDA QUE NO AFECTA AL CORAZÓN
102;B57.2;ENFERMEDAD DE CHAGAS (CRÓNICA) QUE AFECTA AL CORAZÓN
103;B67.8;EQUINOCOCOSIS DEL HÍGADO, NO ESPECIFICADA
104;B80;ENTEROBIASIS
105;B85.0;PEDICULOSIS DEBIDA A PEDICULUS HUMANUS CAPITIS
106;B85.2;PEDICULOSIS, SIN OTRA ESPECIFICACIÓN
107;B86;ESCABIOSIS
108;B87.0;MIASIS CUTÁNEA
109;B87.1;MIASIS EN HERIDAS
110;B87.8;MIASIS DE OTROS SITIOS
111;B87.9;MIASIS, NO ESPECIFICADA
112;B90.8;SECUELAS DE TUBERCULOSIS DE OTROS ÓRGANOS ESPECIFICADOS
113;B90.9;SECUELAS DE TUBERCULOSIS RESPIRATORIA Y DE TUBERCULOSIS NO ESPECIFICADA
114;B91;SECUELAS DE POLIOMIELITIS
115;B94.8;SECUELAS DE OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS ESPECIFICADAS
116;B94.9;SECUELAS DE ENFERMEDADES INFECCIOSAS Y PARASITARIAS NO ESPECIFICADAS
117;B95.1;ESTREPTOCOCO, GRUPO B, COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
118;B95.2;ESTREPTOCOCO, GRUPO D, COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
119;B95.3;STREPTOCOCCUS PNEUMONIAE COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
120;B95.4;OTROS ESTREPTOCOCOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
121;B95.5;ESTREPTOCOCO NO ESPECIFICADO COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
122;B95.6;STAPHYLOCOCCUS AUREUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
123;B95.7;OTROS ESTAFILOCOCOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
124;B95.8;ESTAFILOCOCO NO ESPECIFICADO, COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
125;B96.1;KLEBSIELLA PNEUMONIAE [K. PNEUMONIAE] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
126;B96.2;ESCHERICHIA COLI [E. COLI] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
127;B96.3;HAEMOPHILUS INFLUENZAE [H. INFLUENZAE] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
128;B96.4;PROTEUS (MIRABILIS) (MORGANII) COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
129;B96.5;PSEUDOMONAS (AERUGINOSA) COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
130;B96.7;CLOSTRIDIUM PERFRINGENS [C. PERFRINGENS] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
131;B96.8;OTROS AGENTES BACTERIANOS ESPECIFICADOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
132;B97.0;ADENOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
133;B97.1;ENTEROVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
134;B97.4;VIRUS SINCICIAL RESPIRATORIO COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
135;B97.7;PAPILOMAVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
136;B97.8;OTROS AGENTES VIRALES COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
137;B98.0;HELICOBACTER PYLORI ( H.PYLORI) COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS
138;C02.9;TUMOR MALIGNO DE LA LENGUA, PARTE NO ESPECIFICADA
139;C06.2;TUMOR MALIGNO DEL ÁREA RETROMOLAR
140;C15.0;TUMOR MALIGNO DEL ESÓFAGO, PORCIÓN CERVICAL
141;C15.1;TUMOR MALIGNO DEL ESÓFAGO, PORCIÓN TORÁCICA
142;C15.4;TUMOR MALIGNO DEL TERCIO MEDIO DEL ESÓFAGO
143;C15.5;TUMOR MALIGNO DEL TERCIO INFERIOR DEL ESÓFAGO
144;C15.9;TUMOR MALIGNO DEL ESÓFAGO, PARTE NO ESPECIFICADA
145;C16.0;TUMOR MALIGNO DEL CARDIAS
146;C16.1;TUMOR MALIGNO DEL FUNDUS GÁSTRICO
147;C16.2;TUMOR MALIGNO DEL CUERPO DEL ESTÓMAGO
148;C16.3;TUMOR MALIGNO DEL ANTRO PILÓRICO
149;C16.9;TUMOR MALIGNO DEL ESTÓMAGO, PARTE NO ESPECIFICADA
150;C17.0;TUMOR MALIGNO DEL DUODENO
151;C17.1;TUMOR MALIGNO DEL YEYUNO
152;C18.0;TUMOR MALIGNO DEL CIEGO
153;C18.1;TUMOR MALIGNO DEL APÉNDICE
154;C18.2;TUMOR MALIGNO DEL COLON ASCENDENTE
155;C18.3;TUMOR MALIGNO DEL ÁNGULO HEPÁTICO
156;C18.4;TUMOR MALIGNO DEL COLON TRANSVERSO
157;C18.6;TUMOR MALIGNO DEL COLON DESCENDENTE
158;C18.7;TUMOR MALIGNO DEL COLON SIGMOIDE
159;C18.9;TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA
160;C19;TUMOR MALIGNO DE LA UNIÓN RECTOSIGMOIDEA
161;C20;TUMOR MALIGNO DEL RECTO
162;C22.0;CARCINOMA DE CÉLULAS HEPÁTICAS
163;C22.1;CARCINOMA DE VÍAS BILIARES INTRAHEPÁTICAS
164;C23;TUMOR MALIGNO DE LA VESÍCULA BILIAR
165;C24.0;TUMOR MALIGNO DE LAS VÍAS BILIARES EXTRAHEPÁTICAS
166;C24.1;TUMOR MALIGNO DE LA AMPOLLA DE VATER
167;C24.9;TUMOR MALIGNO DE LAS VÍAS BILIARES, PARTE NO ESPECIFICADA
168;C25.0;TUMOR MALIGNO DE LA CABEZA DEL PÁNCREAS
169;C25.2;TUMOR MALIGNO DE LA COLA DEL PÁNCREAS
170;C25.3;TUMOR MALIGNO DEL CONDUCTO PANCREÁTICO
171;C25.9;TUMOR MALIGNO DEL PÁNCREAS, PARTE NO ESPECIFICADA
172;C32.9;TUMOR MALIGNO DE LA LARINGE, PARTE NO ESPECIFICADA
173;C34.1;TUMOR MALIGNO DEL LÓBULO SUPERIOR, BRONQUIO O PULMÓN
174;C34.9;TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMÓN, PARTE NO ESPECIFICADA
175;C37;TUMOR MALIGNO DEL TIMO
176;C38.4;TUMOR MALIGNO DE LA PLEURA
177;C43.5;MELANOMA MALIGNO DEL TRONCO
178;C43.6;MELANOMA MALIGNO DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO
179;C43.7;MELANOMA MALIGNO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA
180;C43.8;MELANOMA MALIGNO DE SITIOS CONTIGUOS DE LA PIEL
181;C43.9;MELANOMA MALIGNO DE PIEL, SITIO NO ESPECIFICADO
182;C44.0;TUMOR MALIGNO DE LA PIEL DEL LABIO
183;C44.2;TUMOR MALIGNO DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO
184;C44.3;TUMOR MALIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA
185;C44.6;TUMOR MALIGNO DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO
186;C44.9;TUMOR MALIGNO DE LA PIEL, SITIO NO ESPECIFICADO
187;C45.9;MESOTELIOMA, DE SITIO NO ESPECIFICADO
188;C48.2;TUMOR MALIGNO DEL PERITONEO, SIN OTRA ESPECIFICACIÓN
189;C49.3;TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL TÓRAX
190;C50.2;TUMOR MALIGNO DEL CUADRANTE SUPERIOR INTERNO DE LA MAMA
191;C50.5;TUMOR MALIGNO DEL CUADRANTE INFERIOR EXTERNO DE LA MAMA
192;C50.9;TUMOR MALIGNO DE LA MAMA, PARTE NO ESPECIFICADA
193;C53.0;TUMOR MALIGNO DEL ENDOCÉRVIX
194;C53.9;TUMOR MALIGNO DEL CUELLO DEL ÚTERO, SIN OTRA ESPECIFICACIÓN
195;C54.1;TUMOR MALIGNO DEL ENDOMETRIO
196;C55;TUMOR MALIGNO DEL ÚTERO, PARTE NO ESPECIFICADA
197;C56;TUMOR MALIGNO DEL OVARIO
198;C57.4;TUMOR MALIGNO DE LOS ANEXOS UTERINOS, SIN OTRA ESPECIFICACIÓN
199;C60.1;TUMOR MALIGNO DEL GLANDE
200;C60.2;TUMOR MALIGNO DEL CUERPO DEL PENE
201;C60.9;TUMOR MALIGNO DEL PENE, PARTE NO ESPECIFICADA
202;C61;TUMOR MALIGNO DE LA PRÓSTATA
203;C62.9;TUMOR MALIGNO DEL TESTÍCULO, NO ESPECIFICADO
204;C64;TUMOR MALIGNO DEL RIÑÓN, EXCEPTO DE LA PELVIS RENAL
205;C65;TUMOR MALIGNO DE LA PELVIS RENAL
206;C66;TUMOR MALIGNO DEL URÉTER
207;C67.9;TUMOR MALIGNO DE LA VEJIGA URINARIA, PARTE NO ESPECIFICADA
208;C71.0;TUMOR MALIGNO DEL CEREBRO, EXCEPTO LÓBULOS Y VENTRÍCULOS
209;C72.0;TUMOR MALIGNO DE LA MÉDULA ESPINAL
210;C73;TUMOR MALIGNO DE LA GLÁNDULA TIROIDES
211;C75.1;TUMOR MALIGNO DE LA HIPÓFISIS
212;C76.3;TUMOR MALIGNO DE LA PELVIS
213;C76.4;TUMOR MALIGNO DEL MIEMBRO SUPERIOR
214;C77.0;TUMOR MALIGNO DE LOS GANGLIOS LINFÁTICOS DE LA CABEZA, CARA Y CUELLO
215;C77.9;TUMOR MALIGNO DEL GANGLIO LINFÁTICO, SITIO NO ESPECIFICADO
216;C78.0;TUMOR MALIGNO SECUNDARIO DEL PULMÓN
217;C78.1;TUMOR MALIGNO SECUNDARIO DEL MEDIASTINO
218;C78.2;TUMOR MALIGNO SECUNDARIO DE LA PLEURA
219;C78.5;TUMOR MALIGNO SECUNDARIO DEL INTESTINO GRUESO Y DEL RECTO
220;C78.6;TUMOR MALIGNO SECUNDARIO DEL PERITONEO Y DEL RETROPERITONEO
221;C78.7;TUMOR MALIGNO SECUNDARIO DEL HÍGADO Y CONDUCTO BILIAR INTRAHEPÁTICO
222;C78.8;TUMOR MALIGNO SECUNDARIO DE OTROS ÓRGANOS DIGESTIVOS Y DE LOS NO ESPECIFICADOS
223;C79.1;TUMOR MALIGNO SECUNDARIO DE LA VEJIGA, Y DE OTROS ÓRGANOS Y LOS NO ESPECIFICADOS DE LAS VÍAS URINARIAS
224;C79.3;TUMOR MALIGNO SECUNDARIO DEL ENCÉFALO Y DE LAS MENINGES CEREBRALES
225;C79.5;TUMOR MALIGNO SECUNDARIO DE LOS HUESOS Y DE LA MÉDULA ÓSEA
226;C79.6;TUMOR MALIGNO SECUNDARIO DEL OVARIO
227;C79.7;TUMOR MALIGNO SECUNDARIO DE LA GLÁNDULA SUPRARRENAL
228;C79.8;TUMOR MALIGNO SECUNDARIO DE OTROS SITIOS ESPECIFICADOS
229;C80.0;TUMOR MALIGNO SIN SITIO DE PRIMARIO CONOCIDO, ASÍ DESCRITO
230;C80.9;TUMOR MALIGNO NO ESPECIFICADO
231;C81.9;LINFOMA DE HODGKIN NO ESPECIFICADO
232;C84.0;MICOSIS FUNGOIDE
233;C84.8;LINFOMA CUTÁNEO DE CÉLULAS T, NO ESPECIFICADO
234;C85.1;LINFOMA DE CÉLULAS B, SIN OTRA ESPECIFICACIÓN
235;C85.9;LINFOMA NO HODGKIN, NO ESPECIFICADO
236;C90.0;MIELOMA MÚLTIPLE
237;C91.0;LEUCEMIA LINFOBLÁSTICA AGUDA (TODAS)
238;C91.1;LEUCEMIA CRÓNICA LINFOCÍTICA DE CÉLULAS B
239;C91.7;OTRAS LEUCEMIAS LINFOIDES
240;C92.1;LEUCEMIA MIELOIDE CRÓNICA (LMC), BCR/ABL POSITIVA
241;C92.9;LEUCEMIA MIELOIDE, SIN OTRA ESPECIFICACIÓN
242;C95.9;LEUCEMIA, NO ESPECIFICADA
243;D01.7;CARCINOMA IN SITU DE OTRAS PARTES ESPECIFICADAS DE ÓRGANOS DIGESTIVOS
244;D02.2;CARCINOMA IN SITU DEL BRONQUIO Y DEL PULMÓN
245;D03.6;MELANOMA IN SITU DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO
246;D05.0;CARCINOMA IN SITU LOBULAR
247;D06.0;CARCINOMA IN SITU DEL ENDOCÉRVIX
248;D06.9;CARCINOMA IN SITU DEL CUELLO DEL ÚTERO, PARTE NO ESPECIFICADA
249;D12.4;TUMOR BENIGNO DEL COLON DESCENDENTE
250;D12.6;TUMOR BENIGNO DEL COLON, PARTE NO ESPECIFICADA
251;D13.0;TUMOR BENIGNO DEL ESÓFAGO
252;D13.5;TUMOR BENIGNO DE LAS VÍAS BILIARES EXTRAHEPÁTICAS
253;D13.6;TUMOR BENIGNO DEL PÁNCREAS
254;D14.1;TUMOR BENIGNO DE LA LARINGE
255;D15.1;TUMOR BENIGNO DEL CORAZÓN
256;D16.4;TUMOR BENIGNO DE LOS HUESOS DEL CRÁNEO Y DE LA CARA
257;D16.8;TUMOR BENIGNO DE LOS HUESOS PÉLVICOS, SACRO Y CÓCCIX
258;D17.0;TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTÁNEO DE CABEZA, CARA Y CUELLO
259;D17.1;TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTÁNEO DEL TRONCO
260;D17.2;TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTÁNEO DE MIEMBROS
261;D17.3;TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTÁNEO DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS
262;D17.5;TUMOR BENIGNO LIPOMATOSO DE LOS ÓRGANOS INTRAABDOMINALES
263;D17.7;TUMOR BENIGNO LIPOMATOSO DE OTROS SITIOS ESPECIFICADOS
264;D17.9;TUMOR BENIGNO LIPOMATOSO, DE SITIO NO ESPECIFICADO
265;D18.0;HEMANGIOMA, DE CUALQUIER SITIO
266;D18.1;LINFANGIOMA, DE CUALQUIER SITIO
267;D20.0;TUMOR BENIGNO DEL RETROPERITONEO
268;D21.6;TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS DEL TRONCO, SIN OTRA ESPECIFICACIÓN
269;D22.5;NEVO MELANOCÍTICO DEL TRONCO
270;D22.6;NEVO MELANOCÍTICO DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO
271;D22.7;NEVO MELANOCÍTICO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA
272;D22.9;NEVO MELANOCÍTICO, SITIO NO ESPECIFICADO
273;D24;TUMOR BENIGNO DE LA MAMA
274;D25.0;LEIOMIOMA SUBMUCOSO DEL ÚTERO
275;D25.1;LEIOMIOMA INTRAMURAL DEL ÚTERO
276;D25.2;LEIOMIOMA SUBSEROSO DEL ÚTERO
277;D25.9;LEIOMIOMA DEL ÚTERO, SIN OTRA ESPECIFICACIÓN
278;D26.7;TUMOR BENIGNO DE OTRAS PARTES ESPECIFICADAS DEL ÚTERO
279;D26.9;TUMOR BENIGNO DEL ÚTERO, PARTE NO ESPECIFICADA
280;D27;TUMOR BENIGNO DEL OVARIO
281;D28.0;TUMOR BENIGNO DE LA VULVA
282;D28.2;TUMOR BENIGNO DE LA TROMPA DE FALOPIO Y DE LOS LIGAMENTOS UTERINOS
283;D29.1;TUMOR BENIGNO DE LA PRÓSTATA
284;D30.0;TUMOR BENIGNO DEL RIÑÓN
285;D32.9;TUMOR BENIGNO DE LAS MENINGES, PARTE NO ESPECIFICADA
286;D33.3;TUMOR BENIGNO DE LOS NERVIOS CRANEALES
287;D35.0;TUMOR BENIGNO DE LA GLÁNDULA SUPRARRENAL
288;D35.2;TUMOR BENIGNO DE LA HIPÓFISIS
289;D37.0;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA FARINGE
290;D37.1;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ESTÓMAGO
291;D37.4;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL COLON
292;D37.5;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL RECTO
293;D37.6;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL HÍGADO, DE LA VESÍCULA BILIAR Y DEL CONDUCTO BILIAR
294;D37.7;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ÓRGANOS DIGESTIVOS ESPECIFICADOS
295;D38.0;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LARINGE
296;D38.1;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA TRÁQUEA, DE LOS BRONQUIOS Y DEL PULMÓN
297;D39.0;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ÚTERO
298;D39.1;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL OVARIO
299;D39.7;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ÓRGANOS GENITALES FEMENINOS
300;D40.0;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA PRÓSTATA
301;D40.1;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TESTÍCULO
302;D41.0;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL RIÑÓN
303;D41.4;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA VEJIGA
304;D43.0;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ENCÉFALO, SUPRATENTORIAL
305;D43.1;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ENCÉFALO, INFRATENTORIAL
306;D44.0;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA GLÁNDULA TIROIDES
307;D44.1;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA GLÁNDULA SUPRARRENAL
308;D45;POLICITEMIA VERA
309;D46.4;ANEMIA REFRACTARIA, SIN OTRA ESPECIFICACIÓN
310;D46.9;SÍNDROME MIELODISPLÁSICO, SIN OTRA ESPECIFICACIÓN
311;D47.1;ENFERMEDAD MIELOPROLIFERATIVA CRÓNICA
312;D47.3;TROMBOCITOPENIA (HEMORRÁGICA) ESENCIAL
313;D47.9;TUMORES DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TEJIDO LINFÁTICO, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y DE TEJIDOS AFINES, NO ESPECIFICADOS
314;D48.0;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL HUESO Y CARTÍLAGO ARTICULAR
